DevType,EdLevel,YearsCodePro,LanguageWorkedWith,ConvertedComp
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript,81682.0
"Engineer, site reliability","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Python;SQL,97713.0
"Developer, full-stack",Some college/university study without earning a degree,9,C#;Java;JavaScript;Objective-C;Ruby;SQL;Swift,64888.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;Go;Java;Kotlin;SQL,69254.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;SQL;VBA;Other(s):,81682.0
Product manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,C;JavaScript;SQL;Other(s):,85499.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,,41986.0
"Developer, mobile","Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,JavaScript;Objective-C;Swift,83972.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript,54964.0
System administrator,Some college/university study without earning a degree,35,Bash/Shell/PowerShell;C;Go;Other(s):,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL,64888.0
Database administrator,"Other doctoral degree (Ph.D, Ed.D., etc.)",10,Bash/Shell/PowerShell;Java;R;SQL,53437.0
Product manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C++;C#;Java;JavaScript;Kotlin;SQL;TypeScript,56490.0
"Developer, back-end",Some college/university study without earning a degree,25,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift;TypeScript;Other(s):,91606.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP;Python,18321.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;Java;JavaScript,99240.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Python;Other(s):,113744.0
Academic researcher,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",21,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript,91606.0
"Engineer, site reliability",Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;Go;Java;Ruby,160311.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;JavaScript,72522.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",28,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Python;Scala;SQL,103057.0
"Engineer, data","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,57254.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;Dart;HTML/CSS;JavaScript;SQL,45803.0
Educator,Associate degree,8,C#;HTML/CSS;JavaScript;SQL;TypeScript,56109.0
"Developer, game or graphics","Master’s degree (MA, MS, M.Eng., MBA, etc.)",14,Bash/Shell/PowerShell;Dart;Java;Kotlin;Python,72522.0
Product manager,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,122142.0
Senior executive/VP,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Clojure;SQL,122142.0
"Developer, back-end",I never completed any formal education,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL,61071.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,38933.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;C;C++;Python;SQL,68705.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;Python;Ruby,64888.0
DevOps specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;C;Clojure;Go;Java;Python,151150.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,68705.0
"Developer, mobile","Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,C#;HTML/CSS;Java;JavaScript;Python;SQL,45803.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,51910.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,HTML/CSS;JavaScript;PHP;SQL,83972.0
Product manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,106874.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C++;C#;F#;Go;HTML/CSS;Java;JavaScript;PHP;SQL,61071.0
Designer,Associate degree,13,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,46566.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C#;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,76339.0
"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",32,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;Other(s):,114508.0
"Developer, desktop or enterprise applications","Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,C;C++;HTML/CSS;JavaScript;PHP;Python;Other(s):,70231.0
"Developer, game or graphics",I never completed any formal education,30,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;SQL,122142.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,60307.0
Academic researcher,Associate degree,1,HTML/CSS;JavaScript;PHP;Python,36642.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;Other(s):,160311.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;Clojure;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;WebAssembly;Other(s):,54964.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;SQL;VBA,51910.0
"Developer, back-end",,6,Bash/Shell/PowerShell;Go;JavaScript;TypeScript,91606.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;JavaScript;Python,72522.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Go;HTML/CSS;Python,68705.0
"Developer, mobile",,4,C;C++;C#;Dart;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,32444.0
Database administrator,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Bash/Shell/PowerShell;Go;Python;Ruby;SQL,61071.0
"Developer, full-stack",Some college/university study without earning a degree,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,45803.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",3,Bash/Shell/PowerShell;Python;SQL,91606.0
DevOps specialist,Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,45803.0
Designer,Some college/university study without earning a degree,30,Bash/Shell/PowerShell;C;C++;Erlang;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;Swift,45803.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,47712.0
Scientist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14,C++;Python,80155.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",21,C#;Python,105347.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;HTML/CSS;JavaScript;SQL,118325.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;HTML/CSS;JavaScript;SQL;VBA,54964.0
"Developer, back-end",Some college/university study without earning a degree,5,Java;JavaScript;Kotlin;SQL,114508.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript;Other(s):,76339.0
"Developer, back-end",Some college/university study without earning a degree,11,C#;HTML/CSS;SQL,72522.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C;C++;Other(s):,99240.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript,65424.0
"Developer, full-stack",Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,45803.0
"Developer, QA or test",Some college/university study without earning a degree,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,45803.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA,41986.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;Elixir;Go;HTML/CSS;JavaScript;SQL;TypeScript,72522.0
"Developer, back-end",Associate degree,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,64888.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,32062.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24,C#;HTML/CSS;JavaScript;PHP;Python;SQL,122142.0
"Engineer, data",Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C;C++;C#;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL;VBA,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):,53437.0
Database administrator,Some college/university study without earning a degree,3,HTML/CSS;Java;SQL,68705.0
Designer,"Professional degree (JD, MD, etc.)",18,C#;SQL,51147.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP;Python,18321.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",15,Bash/Shell/PowerShell;HTML/CSS;JavaScript,99240.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;Swift,152677.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C#;JavaScript;Swift,76339.0
Data or business analyst,Associate degree,29,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift,125000.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,89316.0
"Developer, mobile",Some college/university study without earning a degree,2,Bash/Shell/PowerShell;Objective-C;Swift,49620.0
Data or business analyst,Associate degree,5,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;SQL;Swift,80155.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,Assembly;C#;HTML/CSS;Python;SQL;Other(s):,35879.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21,HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript,68705.0
"Developer, desktop or enterprise applications","Other doctoral degree (Ph.D, Ed.D., etc.)",6,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;Rust,114508.0
"Developer, mobile",Associate degree,2,C++;C#;Go;HTML/CSS;Java;JavaScript,28245.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;Dart;HTML/CSS;Java;JavaScript;Python;SQL,57254.0
System administrator,"Other doctoral degree (Ph.D, Ed.D., etc.)",21,Bash/Shell/PowerShell;Clojure;Go;Python;SQL,103057.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,72522.0
Designer,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14,C++;Python,80155.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby,64124.0
"Developer, front-end",Some college/university study without earning a degree,3,C#;Java;JavaScript;TypeScript,34352.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C++;C#;Java;JavaScript;Kotlin;SQL;TypeScript,56490.0
"Developer, back-end",Associate degree,3,C#;HTML/CSS;JavaScript;SQL,45803.0
"Developer, desktop or enterprise applications",Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;Other(s):,61071.0
"Developer, front-end",Some college/university study without earning a degree,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript,57254.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,87789.0
System administrator,"Other doctoral degree (Ph.D, Ed.D., etc.)",19,Bash/Shell/PowerShell;C++;Python,64506.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",27,C#;HTML/CSS;JavaScript;SQL,95423.0
"Developer, full-stack",,8,Bash/Shell/PowerShell;Go;HTML/CSS;SQL,85499.0
Data scientist or machine learning specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;SQL;Swift,100767.0
DevOps specialist,Some college/university study without earning a degree,4,HTML/CSS;Java;JavaScript;Other(s):,83209.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL,45803.0
System administrator,Some college/university study without earning a degree,10,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,137409.0
"Developer, back-end",Associate degree,6,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,70231.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,C#;JavaScript;SQL,87789.0
"Developer, game or graphics","Master’s degree (MA, MS, M.Eng., MBA, etc.)",27,C++;Go;Python,91606.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C;Erlang;HTML/CSS;Java;JavaScript;Objective-C;Python;R;Swift,95423.0
"Developer, game or graphics","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,57254.0
"Developer, back-end",Associate degree,9,HTML/CSS;JavaScript;PHP;Python;SQL,48857.0
Academic researcher,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,C#;HTML/CSS;JavaScript,68705.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;Java,122142.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL,61071.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",21,Bash/Shell/PowerShell;Erlang;Go;Java;JavaScript;Python,103057.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;Go;Java;Python,34352.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;WebAssembly,76339.0
"Developer, mobile",Some college/university study without earning a degree,20,C;Objective-C;Python;Swift,106874.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,99240.0
"Developer, back-end",Associate degree,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,83972.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,C#;JavaScript;SQL,83972.0
"Developer, full-stack",Some college/university study without earning a degree,15,JavaScript;PHP;Python,91606.0
"Developer, QA or test",Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;PHP;SQL,45803.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;C++;C#;Java;JavaScript;Python,99240.0
"Developer, full-stack",Associate degree,12,C#;JavaScript;SQL;TypeScript,122142.0
Educator,Associate degree,18,C#;HTML/CSS;JavaScript;Python;SQL,72522.0
"Developer, mobile","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Java;JavaScript;Kotlin;SQL;Swift,49620.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,HTML/CSS;JavaScript;PHP;Python;SQL,38551.0
"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,C;Go;HTML/CSS;JavaScript;PHP;Python;SQL,32062.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;Swift;TypeScript,76339.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C++;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL,106874.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C;C++;Java;JavaScript;Kotlin;Python;Ruby,129775.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python,95423.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;JavaScript;Python;Ruby;SQL;TypeScript,83972.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,C#;HTML/CSS;JavaScript;SQL,54964.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Go;HTML/CSS;Python,68705.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,C#;JavaScript,62598.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",19,C++;C#;JavaScript;SQL,57254.0
Data or business analyst,"Other doctoral degree (Ph.D, Ed.D., etc.)",1,Python;R;Scala;SQL,70613.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,PHP,57254.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,C#;HTML/CSS;Java;JavaScript,56300.0
"Developer, full-stack",Associate degree,8,Java;Swift,35116.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,72522.0
Database administrator,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,73284.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL,64888.0
"Developer, front-end",Associate degree,1,HTML/CSS;JavaScript;PHP,43513.0
"Developer, full-stack","Other doctoral degree (Ph.D, Ed.D., etc.)",12,Bash/Shell/PowerShell;JavaScript;Kotlin;Objective-C;Ruby;Scala;SQL;Swift;TypeScript,99240.0
"Developer, full-stack",Some college/university study without earning a degree,26,HTML/CSS;JavaScript;Ruby;SQL,97713.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,C#;HTML/CSS;JavaScript;SQL,68705.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,,114508.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C++;C#;F#;Go;HTML/CSS;Java;JavaScript;PHP;SQL,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP;SQL;TypeScript,76339.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,,34368.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,41986.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;JavaScript;Python;SQL,40459.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C++;Objective-C;Python;TypeScript,68705.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;TypeScript,34352.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",14,HTML/CSS;Java;JavaScript,125959.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL,45803.0
Engineering manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;TypeScript,68705.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,HTML/CSS;SQL;Other(s):,51147.0
"Developer, full-stack",Some college/university study without earning a degree,14,C#;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):,72522.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,76339.0
"Developer, embedded applications or devices",,5,HTML/CSS;JavaScript,37.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;JavaScript;Python,49620.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Assembly;C#;HTML/CSS;JavaScript;SQL,57254.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;Python;SQL,87789.0
Academic researcher,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,53437.0
Database administrator,Associate degree,1,C#;HTML/CSS;JavaScript;PHP;SQL,32001.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C#;SQL;VBA;Other(s):,81682.0
"Developer, back-end",Some college/university study without earning a degree,18,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,61071.0
"Developer, front-end",Some college/university study without earning a degree,17,Bash/Shell/PowerShell;Clojure;HTML/CSS;JavaScript;Ruby;SQL;Other(s):,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,66796.0
"Developer, front-end",Associate degree,14,HTML/CSS;JavaScript;PHP;SQL,80919.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;Java;SQL,116035.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Java;JavaScript;SQL,68705.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",9,JavaScript;Ruby;SQL,16200.0
"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Go;JavaScript;Python;TypeScript;Other(s):,54964.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;Objective-C;TypeScript,80690.0
Designer,Associate degree,20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python,68705.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Other(s):,49620.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;JavaScript;SQL,45803.0
System administrator,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,122142.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,57254.0
Database administrator,Associate degree,12,C#;JavaScript;SQL;TypeScript,122142.0
Product manager,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Go;HTML/CSS;Java;JavaScript;PHP,137409.0
DevOps specialist,Some college/university study without earning a degree,10,C;C++;Go;HTML/CSS;JavaScript;Python;Swift,76339.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;SQL,52674.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;Go;PHP;SQL,61071.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;Python;SQL,87789.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript,76339.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;Java;Python;Ruby;SQL,54964.0
"Developer, game or graphics","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;Other(s):,57254.0
"Developer, desktop or enterprise applications",,5,HTML/CSS;JavaScript;PHP;TypeScript,61071.0
"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,C#;HTML/CSS;JavaScript;SQL;TypeScript,72140.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;Java;JavaScript;PHP;SQL,57254.0
"Developer, front-end",Associate degree,5,C#;Java,55345.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;SQL,83972.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Elixir;Go;HTML/CSS;JavaScript;Python;R;Rust;Scala,100767.0
